threshold,precision,recall,f1
0.00024884028,0.17708333333333334,1.0,0.3008849557522124
0.00024885687,0.1771712158808933,1.0,0.30101180438448566
0.00024898956,0.1772591857000993,1.0,0.3011387600168705
0.00024934614,0.17734724292101342,1.0,0.3012658227848101
0.00025068028,0.17743538767395625,1.0,0.30139299282397636
0.00025073864,0.1775236200895077,1.0,0.3015202702702703
0.00025189525,0.17770034843205576,1.0,0.30177514792899407
0.00025319643,0.17778884462151395,1.0,0.30190274841437637
0.00025330848,0.17787742899850523,1.0,0.3020304568527919
0.00025386337,0.17796610169491525,1.0,0.302158273381295
0.00025445464,0.17805486284289276,1.0,0.30228619813717184
0.00025536068,0.1781437125748503,1.0,0.30241423125794153
0.00025581857,0.1782326510234648,1.0,0.30254237288135594
0.00025672064,0.17832167832167833,1.0,0.3026706231454006
0.00025689937,0.17841079460269865,1.0,0.30279898218829515
0.00025913306,0.1785,1.0,0.3029274501484938
0.00025990157,0.17858929464732365,1.0,0.30305602716468594
0.00026011997,0.17867867867867868,1.0,0.30318471337579617
0.00026022267,0.17876815222834253,1.0,0.3033135089209855
0.00026092152,0.17885771543086174,1.0,0.30344241393965155
0.00026219507,0.17894736842105263,1.0,0.30357142857142855
0.00026272406,0.17903711133400202,1.0,0.30370055295618886
0.00026292578,0.17912694430506773,1.0,0.3038297872340425
0.00026559926,0.17921686746987953,1.0,0.30395913154533843
0.00026623893,0.17930688096433953,1.0,0.3040885860306644
0.00026635875,0.1793969849246231,1.0,0.3042181508308479
0.00026677453,0.1794871794871795,1.0,0.30434782608695654
0.00026736935,0.1795774647887324,1.0,0.3044776119402985
0.0002675943,0.17966784096628083,1.0,0.3046075085324232
0.0002680184,0.1797583081570997,1.0,0.30473751600512167
0.00026902452,0.17984886649874054,1.0,0.304867634500427
0.00027020182,0.17993951612903225,1.0,0.3049978641606151
0.0002724381,0.1800302571860817,1.0,0.30512820512820515
0.00027472302,0.18012108980827446,1.0,0.3052586575459598
0.00027602233,0.18021201413427562,1.0,0.30538922155688625
0.00027697795,0.1803030303030303,1.0,0.30551989730423623
0.00027791117,0.18039413845376454,1.0,0.3056506849315068
0.000278093,0.18048533872598585,1.0,0.3057815845824411
0.00027852843,0.18057663125948406,1.0,0.30591259640102825
0.00027929188,0.18066801619433198,1.0,0.3060437205315045
0.0002795764,0.18075949367088606,1.0,0.30617495711835335
